LAB,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,L,a,b,C,H,染料_1,濃度_1,染料_2,濃度_2,染料_3,濃度_3,染料_4,濃度_4,布號,標記,標準色片,單色光,revised,abort
L16BNN142	,44.15,43.7,41.77,40.91,40.81,41.01,45.81,52.56,60.46,66.89,68.43,67.45,64.56,60.96,57.04,52.87,48.91,45.0,41.41,38.23,34.97,32.1,29.6,27.6,26.14,25.07,24.14,23.63,23.03,23.17,24.8,76.13,-27.88,3.87,28.14,172.1,227-1,0.029,261-8,0.2,,,,,FVF2184,*,,FVF2184,0,0
L16BNN169	,32.97,35.82,39.5,42.26,44.8,47.61,49.88,49.99,47.46,43.59,39.44,35.35,31.6,27.71,23.94,20.25,16.96,14.18,11.9,10.06,8.42,7.12,6.17,5.59,5.33,5.16,5.02,4.98,4.89,5.04,5.69,54.26,-19.37,-32.89,38.17,239.51,227-1,0.006999999999999999,261-8,0.48,F6C-5,2.3,,,FVF2184,*,,FVF2184,0,0
L16BNN172	,16.23,15.7,15.72,15.79,16.03,16.62,18.44,20.2,20.78,20.04,18.06,15.71,13.56,11.52,9.74,8.07,6.73,5.53,4.66,4.04,3.49,3.11,2.83,2.65,2.54,2.47,2.42,2.43,2.43,2.59,2.9,36.54,-18.49,-21.22,28.15,228.93,227-1,0.1125,261-8,3.0,F6B-6,1.01,,,FVF4832,,,FVF2666,0,0
L16BNN173	,63.74,67.3,69.5,71.4,72.87,73.97,74.84,75.35,75.5,75.37,74.69,73.61,72.19,70.25,68.06,65.88,63.8,61.54,59.28,57.61,56.21,55.15,53.82,52.73,52.34,52.68,53.58,54.54,55.2,55.82,58.35,84.6,-8.41,-6.97,10.92,219.64,261-8,0.01,264-1,0.0047,,,,,FVF4832,,,FVF2666,0,0
L16CNN001,27.37,25.79,23.66,20.38,17.39,14.91,13.06,11.84,11.03,10.69,10.78,11.09,12.16,13.79,15.86,18.92,23.6,32.47,46.09,62.06,77.05,85.81,89.4,91.19,91.53,91.35,91.14,90.64,89.99,89.55,89.93,64.62,50.62,31.17,59.44,31.62,F24-3,0.132,F4X-9,0.292,,,,,FVF2775,,,FVF2666,0,0
L16CNN067	,45.19,42.47,36.81,34.28,33.44,30.65,34.48,40.8,42.93,42.46,41.06,38.64,36.44,35.6,35.0,33.72,32.43,32.43,32.44,32.49,32.59,32.79,32.07,31.11,31.26,34.0,40.74,48.28,61.51,70.17,79.35,65.68,-4.68,-1.18,4.83,194.11,122,0.076,142,0.073,162,0.1,,,FVF2429,,,FVF2429,0,0
L16CNN068	,59.29,61.2,61.08,61.01,61.15,59.14,61.85,65.59,65.96,64.83,63.68,61.57,59.5,59.33,59.18,58.33,57.66,58.73,60.23,61.0,61.75,62.28,61.69,60.58,60.62,63.28,69.29,75.02,82.22,85.65,88.57,82.13,0.89,-1.26,1.54,305.14,122,0.0065,142,0.0127,162,0.0096,,,FVF3033,*,,FVF2184,0,0
L16CNN069	,45.31,43.07,37.68,35.02,34.25,31.4,35.27,41.9,44.47,43.73,42.28,39.84,37.45,36.48,35.82,34.45,33.07,32.98,32.95,32.99,33.17,33.38,32.7,31.63,31.85,34.75,41.74,49.35,61.89,69.53,77.2,66.29,-5.07,-1.3,5.23,194.43,122,0.095,142,0.092,162,0.13699999999999998,,,FVF2184,,,FVF2184,0,0
L16CNN070	,66.61,66.86,64.21,62.81,62.23,59.84,62.3,65.98,66.59,65.51,64.53,62.66,60.78,60.46,60.41,59.69,58.83,59.62,60.99,61.77,62.33,62.75,62.28,61.44,61.64,64.16,69.62,74.77,81.23,84.32,87.06,82.64,0.75,-1.42,1.61,297.65,122,0.011,142,0.022,162,0.016,,,FVF2184,*,,FVF2184,0,0
L16CNN071	,64.51,66.15,64.94,64.53,64.43,63.07,66.53,71.4,73.63,73.79,73.49,72.43,71.05,70.03,68.91,67.59,66.22,65.43,64.4,63.67,63.59,63.67,63.33,62.47,62.54,64.9,69.94,74.48,79.75,83.29,86.73,85.82,-5.29,0.77,5.35,171.71,122,0.0092,142,0.0048,162,0.0155,,,FVF4244,*,,FVF2184,0,0
L16CNN090	,25.95,24.39,22.22,20.55,19.68,19.68,21.77,26.42,36.48,47.55,49.68,47.11,42.43,37.27,32.42,27.85,23.82,20.36,17.47,15.11,12.96,11.2,9.89,9.19,8.96,8.87,8.85,8.9,8.84,9.02,10.29,59.26,-41.23,4.74,41.5,173.44,223-3,0.065,227-1,0.05,F6C-5,1.46,,,FVF4244,,,FVF2184,0,0
L16CNN091	,44.98,44.5,42.84,42.3,42.2,42.74,47.04,53.46,61.01,67.06,68.45,67.67,65.16,61.75,57.72,53.43,49.35,45.46,41.89,38.85,35.85,33.35,31.4,30.32,30.02,29.96,29.91,30.02,29.75,29.81,31.83,76.61,-26.09,3.4,26.31,172.57,227-1,0.029,F6C-5,0.23,,,,,FVF4244,*,,FVF2184,0,0
L16CNN136	,30.42,33.05,36.57,39.54,42.19,45.41,48.15,48.54,46.33,42.69,38.59,34.24,30.31,26.39,22.77,19.31,16.37,13.79,11.68,9.97,8.44,7.18,6.23,5.65,5.37,5.18,5.05,5.01,4.89,5.01,5.66,53.48,-19.36,-31.87,37.29,238.73,227-1,0.0036,F6C-5,2.1,,,,,FVF3033,*,,FVF2184,0,0
L16CNN137	,24.26,25.35,27.17,28.2,29.1,29.9,30.0,29.26,26.8,23.72,20.63,17.61,14.99,12.62,10.63,8.78,7.22,5.98,5.06,4.41,3.87,3.48,3.23,3.07,3.02,3.02,3.02,3.05,3.04,3.19,3.53,39.36,-8.0,-35.88,36.76,257.42,227-1,0.021,261-8,3.0,F6J,0.48,,,FVF3073,,,FVF2184,0,0
L16CNN139	,23.89,25.14,27.2,28.43,29.6,30.63,30.7,29.42,26.73,23.64,20.65,17.72,15.18,12.85,10.86,8.98,7.4,6.09,5.1,4.38,3.78,3.3,3.02,2.82,2.72,2.69,2.65,2.65,2.63,2.79,3.07,39.5,-8.24,-36.2,37.13,257.18,227-1,0.0125,261-8,3.0,F6J,0.383,,,FVF2869,,,FVF2666,0,0
L16CNN140	,23.89,24.99,26.49,27.46,28.29,28.88,29.13,28.58,26.26,23.22,20.17,17.11,14.54,12.21,10.28,8.5,7.0,5.84,4.97,4.37,3.87,3.54,3.32,3.19,3.15,3.15,3.18,3.21,3.2,3.36,3.69,38.9,-7.65,-35.46,36.28,257.82,227-1,0.028,261-8,3.0,F6J,0.5,,,FVF3863,,,FVF2666,0,0
L16CNN144	,33.54,36.3,39.26,41.47,44.08,47.7,50.3,50.22,47.52,43.7,39.57,35.27,31.32,27.39,23.77,20.25,17.13,14.42,12.12,10.25,8.57,7.16,6.08,5.34,4.86,4.53,4.27,4.15,3.99,4.06,4.54,54.26,-19.46,32.8,38.14,239.31,227-1,0.0045,261-8,2.3,,,,,FVF4244,,,FVF2184,0,0
L16CNN145	,52.73,55.34,56.98,58.58,60.19,61.81,63.53,64.14,63.45,61.5,58.61,55.07,51.3,47.31,43.5,39.78,36.43,33.22,30.39,27.99,25.69,23.62,21.77,20.28,19.23,18.62,18.15,17.99,17.74,17.88,19.68,69.85,-16.81,-21.66,27.42,232.19,227-1,0.002,261-8,0.35,264-1,0.039,,,FVF4244,*,,FVF2184,0,0
L16CNN146	,24.7,24.67,24.5,23.32,21.8,19.67,17.86,16.01,13.7,11.28,9.04,7.36,6.42,5.45,4.65,4.34,4.2,4.07,3.82,3.78,4.04,4.72,5.32,6.08,7.55,10.34,15.23,20.39,30.61,38.35,47.48,30.24,16.46,-35.33,38.98,294.99,227-1,0.06,F51-5,1.5,F6J,0.645,,,FVF4244,*,,FVF2184,0,0
L16CNN148	,51.84,55.56,59.15,61.87,63.6,65.28,67.47,70.24,73.57,74.05,71.06,66.22,60.4,54.11,48.28,42.71,37.47,32.79,29.13,26.45,23.89,21.45,19.64,19.41,20.42,22.38,24.49,26.04,27.31,28.27,30.84,72.33,-24.63,-21.63,32.78,221.29,223-3,0.0017,F6C-6,0.48,,,,,FVF4244,*,,FVF2184,0,0
L16CNN174,21.35,18.59,16.17,14.01,12.13,10.49,9.16,8.21,7.43,6.8,6.53,6.43,6.58,7.13,8.21,10.36,14.14,21.64,33.63,49.14,66.16,78.07,83.92,87.11,88.61,88.55,88.96,88.59,87.94,87.31,88.13,57.85,57.45,31.97,65.75,29.1,322-6,0.048,F24-3,0.052000000000000005,F4X-9,0.88,,,FVF2775,,,FVF2666,0,0
L16CNN176	,21.5,18.76,16.17,14.08,12.33,10.71,9.68,8.94,8.13,7.41,7.0,6.82,6.88,7.24,8.24,10.26,13.93,21.24,32.74,47.14,62.97,75.22,82.28,86.75,88.92,89.2,89.59,89.2,88.56,87.92,88.76,57.44,56.63,30.26,64.21,28.12,227-1,0.117,F4X-9,1.05,F4U-7,0.03,,,FVF3073,,,FVF2184,0,0
L16CNN180	,22.19,19.72,17.11,14.69,12.56,10.72,9.25,8.26,7.46,6.86,6.63,6.56,6.77,7.37,8.55,10.78,14.75,22.56,34.71,49.53,65.49,77.28,83.43,87.09,88.81,88.78,89.18,88.94,88.46,88.11,89.03,58.12,56.93,31.5,65.06,28.95,227-1,0.046,F4X-9,1.0,F24-3,0.085,,,FVF2869,*,,FVF2666,0,0
L16CNN181	,9.42,7.6,7.03,6.8,6.68,6.59,6.57,6.6,6.69,6.82,7.01,7.22,7.62,8.19,9.06,10.45,12.52,16.01,21.06,27.56,35.72,45.08,53.81,61.91,68.6,73.71,77.52,79.78,81.97,83.05,84.22,49.99,42.64,32.39,53.54,37.22,432,0.8079999999999999,F4U-7,0.373,F4A-3,0.22,,,FVF4084,*,,FVF2184,0,0
L16CNN182	,20.65,23.57,23.99,20.78,17.65,14.95,12.88,11.52,10.56,10.13,10.12,10.35,11.32,12.9,15.14,18.65,24.09,33.73,47.44,62.7,76.94,85.32,88.76,90.26,90.45,90.29,90.01,88.91,87.45,87.95,89.48,64.51,51.1,31.24,59.89,31.44,F24-3,0.18,F4X-9,0.475,,,,,FVF4244,*,,FVF2184,0,0
L16CNN185	,9.34,7.41,6.85,6.59,6.46,6.37,6.36,6.4,6.48,6.6,6.8,7.02,7.41,7.99,8.83,10.25,12.35,15.96,21.17,27.78,35.88,44.95,53.39,61.19,67.62,72.55,76.18,77.99,79.56,81.33,83.32,49.79,42.73,32.89,53.93,37.59,432,0.83,F4U-7,0.365,F4A-3,0.2,,,FVF4244,*,,FVF2184,0,0
L16CNN187	,17.13,15.31,14.31,13.32,12.34,11.27,10.21,9.38,8.56,7.83,7.28,6.9,6.72,6.74,7.0,7.71,8.95,10.79,13.08,15.43,17.74,19.62,20.63,21.14,22.0,24.16,28.35,32.85,40.92,46.82,53.93,39.54,24.53,-0.52,24.54,358.79,432,0.83,F4U-7,0.365,F4A-3,0.2,,,FVF4948,*,,FVF2429,0,0
L16CNN214	,67.8,68.39,66.1,65.12,64.54,62.41,64.94,68.71,69.41,68.28,66.97,64.84,62.57,61.6,60.84,59.39,58.05,58.0,57.85,57.86,57.96,58.39,58.07,57.36,57.56,60.17,66.51,72.84,80.78,84.34,87.29,82.31,-2.03,-4.19,4.65,244.14,122,0.0093,142,0.0145,162,0.0305,,,FVF3073,*,,FVF2184,0,0
L16CNN227	,76.07,77.52,78.31,78.33,77.56,76.2,74.53,72.98,70.69,68.59,67.32,65.3,63.3,63.18,62.99,62.49,61.71,62.84,64.72,65.75,66.3,66.88,66.8,66.17,66.15,68.03,73.0,77.92,84.49,87.62,90.3,84.56,4.81,-8.45,9.73,299.64,142,0.026,162,0.023,,,,,FVF3033,,,FVF2184,0,0
L16CNN228	,33.03,35.58,38.76,41.11,43.3,45.75,47.72,47.67,45.08,41.39,37.65,34.11,30.88,27.42,23.91,20.38,17.22,14.46,12.15,10.32,8.65,7.31,6.3,5.68,5.32,5.06,4.85,4.78,4.66,4.76,5.37,53.9,-18.85,-31.54,36.75,239.14,227-1,0.009000000000000001,261-8,0.22,F6C-5,3.0,,,FVF3073,,,FVF2184,0,0
L16CNN230	,72.59,75.32,76.35,76.49,75.65,74.07,72.14,70.29,67.54,65.24,63.72,61.41,59.14,58.92,58.97,58.18,57.42,58.58,60.55,61.68,62.39,62.93,62.57,61.79,61.83,64.11,69.76,75.21,82.2,85.53,88.35,82.47,5.53,-10.14,11.55,298.58,142,0.024,162,0.02,,,,,FVF3073,,,FVF2184,0,0
L16CNN231	,27.0,24.95,22.79,20.92,20.0,19.99,22.07,26.73,36.95,47.63,49.92,47.1,42.91,38.08,33.35,28.78,24.79,21.3,18.35,15.97,13.76,11.88,10.42,9.51,9.02,8.75,8.51,8.39,8.2,8.3,9.38,59.86,-40.58,5.2,40.91,172.7,223-3,0.062,227-1,0.042,F6C-5,1.67,,,FVF2184,*,,FVF2184,0,0
L16CNN246,23.17,22.05,21.23,20.32,19.55,18.46,18.37,18.16,16.68,14.35,11.91,9.77,8.26,6.93,5.84,5.03,4.52,3.98,3.58,3.35,3.24,3.22,3.26,3.51,4.22,5.83,9.04,14.2,22.66,29.21,38.7,31.39,3.04,-32.34,32.49,275.37,227-1,0.126,F51-5,0.7,F6J,1.28,,,FVF5135,,,FVF2429,0,0
L16CNN247	,49.81,47.3,40.93,37.94,37.4,34.3,40.81,53.61,65.23,71.59,74.85,76.92,78.11,79.04,79.38,79.336,79.05199999999998,78.91,78.64,78.55,78.5,78.45,78.21,77.62,77.69,78.06,81.61,83.74,86.052,87.014,88.02,89.96,-9.33,29.92,31.34,107.31,122,0.11,142,0.0013,162,0.0025,,,FVF5135,,,FVF2429,0,0
L16CNN249	,12.64,10.36,8.97,8.57,8.76,9.77,12.24,16.88,26.78,37.57,39.77,37.7,33.32,28.44,23.93,19.65,15.95,12.86,10.5,8.84,7.38,6.13,5.23,4.87,4.72,4.74,4.81,4.88,4.84,5.0,5.3,51.24,-50.02,12.38,51.53,166.1,261-8,0.75,322-6,0.53,F6C-6,3.0,,,FVF5135,,,FVF2429,0,0
L16CNN256	,60.98,62.76,61.79,61.64,61.9,60.24,64.18,69.84,72.15,72.07,71.35,69.8,68.0,67.04,66.1,64.7,63.33,62.87,62.14,61.73,61.77,61.95,61.22,60.1,60.24,63.01,69.1,74.78,81.85,85.22,88.05,84.57,-5.05,0.79,5.11,171.08,122,0.0076,142,0.0054,162,0.011,,,FVF2775,*,,FVF2666,0,0
L16CNN258	,22.33,18.87,16.2,14.02,12.3,10.78,9.54,8.66,7.87,7.19,6.83,6.65,6.74,7.11,8.09,10.07,13.69,21.15,33.37,49.21,66.38,78.26,83.9,86.87,87.73,87.66,87.52,87.03,86.24,85.64,86.27,57.79,57.42,31.08,65.29,28.42,322-6,0.09,F4X-9,1.3,,,,,FVF2184,,,FVF2184,0,0
L171NN010,62.07,66.06,68.68,71.62,73.72,75.27,76.41,77.06,77.29,77.15,76.45,75.33,73.76,71.84,69.67,67.47,65.32,63.07,60.81,59.19,57.83,56.84,55.62,54.62,54.43,54.81,55.99,57.14,58.0,58.8,61.38,85.43,-8.48,-6.38,10.61,216.98,261-8,0.009000000000000001,264-1,0.0058,,,,,FVF2775,,,FVF2666,0,0
L171NN011,9.26,7.42,6.87,6.65,6.55,6.48,6.5,6.55,6.69,6.84,7.07,7.33,7.73,8.31,9.17,10.5,12.47,15.68,20.54,26.94,35.19,44.79,53.68,61.89,68.64,73.72,77.66,80.06,82.51,83.73,85.05,49.86,42.35,32.53,53.4,37.53,432,0.685,F4U-7,0.175,F4A-3,0.23,,,FVF2775,,,FVF2666,0,0
L171NN053,28.3,29.42,30.48,30.78,30.65,29.57,28.16,26.29,23.34,20.18,17.27,14.5,12.25,10.33,8.77,7.32,6.14,5.18,4.53,4.1,3.72,3.51,3.41,3.53,3.85,4.53,5.42,6.14,6.88,7.44,8.69,36.87,0.77,-39.7,39.71,271.12,227-1,0.025,261-8,0.98,F6J,1.0,,,FVF4844,,,FVF2184,0,0
L171NN055,9.4,7.63,6.48,5.1,4.05,3.31,2.86,2.61,2.46,2.37,2.34,2.35,2.4,2.52,2.74,3.06,3.63,5.15,8.35,14.08,23.31,35.32,47.28,59.25,69.31,76.28,81.52,84.11,86.29,87.05,88.58,39.46,55.93,28.89,62.95,27.32,F24-3,0.932,F4S-5,2.97,F4U-7,0.495,,,FVF4844,,,FVF2184,0,0
L171NN059	,65.44,66.04,63.1,61.33,60.71,58.03,60.9,65.28,65.99,64.87,63.7,61.59,59.44,59.11,59.09,58.31,57.5,58.48,60.01,60.88,61.58,62.01,61.39,60.39,60.47,63.08,68.95,74.57,81.59,84.9,87.74,82.05,0.82,-1.27,1.51,303.04,122,0.013,142,0.025,162,0.018000000000000002,,,FVF4084,,,FVF2184,0,0
L172NN002,33.88,35.88,38.26,38.92,37.73,34.57,30.25,26.38,22.28,18.67,15.72,13.05,11.0,9.24,7.83,6.59,5.62,4.78,4.24,3.94,3.65,3.52,3.52,3.88,4.62,6.53,10.28,14.61,24.28,32.24,42.12,36.14,11.57,-46.87,48.27,283.87,F51-5,0.057,F6J,1.13,,,,,FVF4844,,,FVF2184,0,0
L172NN004	,14.54,13.14,12.29,11.9,11.97,12.35,13.55,15.16,17.47,19.48,20.66,21.27,21.38,21.01,19.92,18.18,16.08,13.86,11.87,10.16,8.56,7.21,6.15,5.42,4.94,4.6,4.33,4.21,4.06,4.15,4.64,46.27,-26.18,4.18,26.51,170.93,228-9,0.3,327,0.1485,261-8,2.162,,,FVF4084,,,FVF2184,0,0
L172NN024	,6.42,4.7,4.23,4.01,3.83,3.61,3.42,3.29,3.15,3.02,2.92,2.88,2.89,2.99,3.21,3.6,4.41,5.87,8.15,11.08,14.66,18.4,21.35,23.48,25.29,27.7,31.72,35.93,43.28,48.76,55.55,32.26,33.21,17.0,37.31,27.1,264-1,0.109,432,1.267,F4U-7,1.503,,,FVF4029,,,FVF2429,0,0
L172NN025	,39.63,38.05,35.09,32.77,31.48,31.59,34.11,40.26,53.91,67.85,70.49,67.25,61.07,54.67,48.91,43.66,39.17,35.17,31.62,28.65,25.72,23.14,20.85,19.12,17.86,16.96,16.18,15.72,15.2,15.38,16.85,71.43,-37.65,6.21,38.16,170.64,223-3,0.036000000000000004,227-1,0.006,261-8,0.52,,,FVF4244,,,FVF2184,0,0
L172NN027	,51.57,54.58,56.16,57.77,59.51,61.42,64.4,66.36,66.79,65.81,63.33,59.77,55.83,51.5,47.19,42.86,38.85,35.12,31.81,29.02,26.27,23.83,21.78,20.17,19.01,18.23,17.55,17.2,16.85,16.88,18.53,71.59,-20.94,-19.21,28.42,222.54,227-1,0.0028,261-8,0.285,264-1,0.006,,,FVF4948,,,FVF2429,0,0
L172NN030	,50.49,54.76,58.94,62.12,64.53,66.77,69.13,71.32,73.44,73.06,70.31,66.0,60.79,55.14,49.68,44.36,39.42,35.07,31.59,28.98,26.46,24.15,22.37,21.77,21.84,22.43,22.98,23.42,23.6,23.99,26.02,73.26,-22.7,-20.72,30.73,222.38,F6C-6,,223-3,0.0007,,,,,FVF2775,,,FVF2666,0,0
L172NN051	,10.5,8.14,6.86,5.7,4.87,4.3,3.95,3.77,3.67,3.65,3.72,3.87,4.35,5.16,6.47,8.57,12.19,19.36,30.8,45.37,61.59,74.22,81.24,85.06,86.72,86.8,87.26,86.29,85.15,85.4,87.17,55.17,58.24,50.7,77.22,41.04,322-6,0.276,F24-3,0.71,F4X-9,1.4369999999999998,,,FVF4244,*,,FVF2184,0,0
L172NN055	,22.14,23.48,25.96,27.49,28.95,30.34,30.04,28.23,25.34,22.36,19.6,16.9,14.54,12.36,10.47,8.67,7.15,5.91,4.93,4.25,3.62,3.15,2.87,2.66,2.53,2.46,2.41,2.39,2.34,2.47,2.74,38.75,-7.54,-36.21,36.98,258.23,261-8,3.06,F6J,0.267,,,,,FVF4632,,,FVF2666,0,0
L172NN056	,12.07,9.54,8.16,7.75,7.87,8.75,10.95,15.25,25.34,41.66,57.78,68.26,72.84,75.24,76.71,77.83,78.52,79.22,79.73,80.29,80.88,81.39,81.86,82.38,82.98,83.7,84.56,85.05,85.77,86.16,86.65,87.52,-8.81,74.62,75.14,96.74,227-1,0.01,322-6,0.387,,,,,FVF4632,,,FVF2666,0,0
L172NN057	,10.69,8.72,7.46,6.15,5.09,4.34,3.86,3.61,3.47,3.45,3.56,3.84,4.4,5.44,6.89,9.01,12.39,18.96,29.45,43.17,58.6,70.48,77.08,81.03,83.19,83.8,84.57,84.72,84.69,84.5,85.54,54.38,56.69,48.87,74.85,40.76,322-6,0.135,F24-3,0.63,F4X-9,1.03,,,FVF4632,,,FVF2666,0,0
L172NN066	,68.4,73.74,75.82,77.01,77.86,78.4,78.9,79.27,79.57,79.71,79.73,79.5,79.12,78.84,78.51,78.13,77.69,77.53,77.14,77.17,77.27,77.4,77.4,77.2,77.31,78.77,81.46,83.17,84.91,87.03,88.87,90.89,-1.0,0.07,1.0,176.08,142,0.0013,162,0.0032,,,,,FVF4244,,,FVF2184,0,0
L172NN082	,27.01,27.64,28.52,28.99,28.97,27.89,25.69,23.14,20.01,16.99,14.32,11.99,10.18,8.54,7.25,6.15,5.38,4.68,4.16,3.88,3.66,3.59,3.61,3.8,4.18,4.93,6.36,7.99,12.18,16.46,23.14,34.52,5.89,-40.18,40.61,278.34,F51-5,0.192,F6B-6,2.08,F6J,0.5,,,FVF4000,,,FVF2184,0,0
L172NN083	,33.97,36.08,38.43,39.73,39.95,39.4,37.18,34.14,30.16,26.26,22.86,19.6,16.83,14.4,12.33,10.41,8.77,7.43,6.44,5.78,5.2,4.79,4.59,4.61,4.87,5.29,5.84,6.21,6.53,6.95,7.97,42.58,-0.75,-41.96,41.97,268.98,227-1,0.0056,261-8,1.5,F6J,0.76,,,FVF4000,*,,FVF2184,0,0
L173NN014	,42.33,44.25,45.9,45.88,44.3,41.15,37.25,33.55,29.35,25.48,22.07,19.05,16.73,14.51,12.63,11.07,9.93,8.8,7.89,7.38,7.04,6.95,6.96,7.65,9.4,12.73,18.29,24.05,35.33,43.91,53.96,44.1,7.72,-42.36,43.06,280.33,227-1,0.004,F51-5,0.15,F6J,0.535,,,FVF2184,*,,FVF2184,0,0
L173NN015	,56.36,54.21,48.54,45.3,44.16,40.59,43.42,47.88,47.94,46.13,44.93,42.6,40.49,41.36,43.36,43.59,43.07,48.83,60.51,73.32,83.27,87.96,89.48,90.03,89.99,89.99,89.99,89.99,89.87,89.72,89.71,78.6,24.28,9.98,26.25,22.34,122,0.05,142,0.13,,,,,FVF2184,,,FVF2184,0,0
L173NN016	,54.75,53.97,49.03,46.76,46.09,43.27,48.99,58.69,64.41,65.56,65.44,64.07,62.51,62.8,63.36,62.84,62.17,64.24,67.15,68.95,69.86,70.35,69.86,68.91,68.91,71.13,75.83,79.98,84.66,86.66,88.41,84.26,-1.27,13.34,13.39,95.42,122,0.0268,142,0.0113,162,0.005,,,FVF4632,*,,FVF2666,0,0
L173NN018	,45.07,44.37,42.5,41.78,41.65,42.15,46.61,53.29,60.97,67.11,68.62,67.7,65.02,61.48,57.68,53.58,49.65,45.76,42.2,39.07,35.87,33.08,30.61,28.74,27.32,26.3,25.36,24.89,24.29,24.39,25.95,76.54,-27.03,3.7,27.28,172.21,227-1,0.0177,261-8,0.113,,,,,FVF4632,,,FVF2666,0,0
L173NN019	,62.78,65.72,65.24,64.46,63.26,60.55,59.75,59.21,56.75,54.09,51.7,48.58,45.68,43.85,42.21,40.27,38.63,37.48,36.35,35.51,35.51,35.63,34.85,33.72,33.84,36.69,43.76,51.63,64.67,72.7,80.94,71.06,-1.03,-19.24,19.27,266.93,122,0.0025,142,0.023,162,0.061,,,FVF4632,,,FVF2666,0,0
L173NN052	,18.38,16.05,13.93,12.16,10.62,9.04,8.02,7.23,6.42,5.71,5.22,4.95,4.8,4.85,5.19,5.75,7.1,10.04,15.36,23.47,34.78,47.35,58.45,68.76,76.65,81.46,84.94,86.27,87.07,87.31,88.09,46.96,54.76,17.64,57.53,17.86,227-1,0.11,F4S-5,1.0,F4U-7,0.32,,,FVF3863,,,FVF2666,0,0
L173NN067	,69.56,69.64,66.52,64.84,64.23,61.98,65.96,72.01,74.67,74.73,74.0,72.53,70.84,69.7,68.62,67.13,65.65,65.0,64.3,63.75,63.72,63.89,63.81,63.43,63.72,65.9,71.14,76.24,82.43,85.21,87.41,85.8,-5.01,0.65,5.05,172.6,122,0.011,142,0.0056,162,0.017,,,FVF2184,,,FVF2184,0,0
L173NN079	,52.32,55.41,56.46,57.57,58.73,60.02,61.88,62.88,62.54,60.8,57.78,53.97,49.95,45.68,41.62,37.83,34.47,31.27,28.43,26.19,24.06,22.27,20.55,19.19,18.32,17.93,17.63,17.65,17.51,17.71,19.57,68.73,-17.18,-22.39,28.22,232.51,227-1,0.0035,261-8,0.34,264-1,0.048,,,FVF2184,*,,FVF2184,0,0
L173NN080	,47.97,46.12,40.92,37.7,36.08,32.4,33.76,36.03,34.62,32.54,31.29,29.11,27.26,28.07,29.8,29.87,29.49,35.14,47.73,63.71,78.42,86.87,90.22,91.45,91.32,91.14,91.01,90.81,90.39,90.08,90.18,71.74,36.11,9.83,37.42,15.22,122,0.057,142,0.24,,,,,FVF4948,,,FVF2429,0,0
L173NN083	,50.5,49.11,44.43,41.91,40.89,37.83,40.83,45.4,45.95,44.53,43.33,41.06,39.01,39.2,39.94,39.6,39.05,41.39,45.45,48.13,49.74,50.57,50.13,49.12,49.16,51.8,58.2,64.65,73.48,78.68,83.79,71.66,6.83,1.37,6.97,11.35,122,0.0575,142,0.112,162,0.046,,,FVF4948,,,FVF2429,0,0
L173NN128	,14.67,13.09,12.3,11.82,11.91,12.32,13.5,15.07,17.32,19.19,20.31,20.92,21.11,20.81,19.77,18.04,15.98,13.75,11.77,10.06,8.45,7.12,6.09,5.37,4.9,4.56,4.3,4.18,4.03,4.13,4.64,46.06,-25.93,4.02,26.24,171.19,228-9,0.353,327,0.145,261-8,2.347,,,FVF2184,*,,FVF2184,0,0
L174NN008	,6.41,4.75,4.31,4.14,4.03,3.96,3.93,3.94,4.0,4.12,4.32,4.58,4.98,5.62,6.58,8.14,10.53,14.17,18.34,21.66,23.88,25.15,25.53,25.84,26.56,28.63,32.79,37.24,44.94,50.6,57.9,41.2,27.89,29.8,40.82,46.89,264-1,0.102,432,1.37,F4X-9,0.82,,,FVF2666,,,FVF2666,0,0
L174NN033	,68.33,69.25,67.75,67.23,66.82,65.18,67.2,69.99,70.47,69.48,68.46,66.54,64.54,63.59,62.85,61.49,60.24,59.99,59.55,59.45,59.45,59.73,59.06,58.07,58.15,60.8,66.72,72.43,79.34,83.09,86.37,83.23,-2.27,-4.34,4.9,242.41,122,0.0086,142,0.0165,162,0.0306,,,FVF4000,,,FVF2184,0,0
L174NN043	,9.19,6.88,5.7,5.39,5.5,6.23,8.11,12.13,22.45,38.96,51.73,56.05,54.36,51.03,47.4,43.58,39.88,36.36,33.15,30.31,27.43,24.86,22.57,20.8,19.5,18.57,17.75,17.3,16.72,16.85,18.22,68.07,-39.58,49.01,63.0,128.93,261-8,0.29,322-6,0.67,,,,,FVF3131,*,,FVF2429,0,0
L174NN064	,5.16,3.78,3.32,3.18,3.22,3.48,4.25,6.15,10.83,16.56,19.34,20.41,20.74,20.46,18.84,16.37,13.78,11.48,9.58,8.03,6.67,5.56,4.74,4.18,3.83,3.57,3.36,3.28,3.17,3.3,3.6,43.3,-37.75,26.49,46.11,144.94,261-8,2.745,322-6,1.395,F24-3,0.11,,,FVF3073,*,,FVF2184,0,0
